replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
5,4,8,40,27,99,108,0.277,0.794,0.9685,78.0558849206349,176.9,27.71,0,40,1707508137.8651826
5,7,7,27,33,131,137,0.403,0.662,0.9521428571428572,79.00802777777776,26.75,33.17,0,32,1707508437.7926843
1,5,9,33,16,208,256,0.491,0.733,0.9796444444444444,79.9876722222222,245.12,16.33,0,32,1707508648.3763506
6,9,8,16,65,195,203,0.588,0.67,0.9490833333333333,80.93675555555554,23.6,65.07,0,64,1707508820.4420333
2,7,9,65,49,578,620,0.648,0.742,0.975015873015873,81.91177142857141,63.39,49.19,0,48,1707509008.8758008
6,7,8,49,39,122,126,0.448,0.686,0.94975,82.86152142857141,34.63,39.13,0,40,1707509218.3409708
1,8,6,39,48,731,861,0.8,0.611,1.0,83.86152142857141,56.37,48.53,0,48,1707509431.9790158
3,9,7,48,48,421,429,0.632,0.711,0.9702222222222222,84.83174365079363,17.41,48.63,0,48,1707509579.5072007
6,6,5,48,56,252,254,0.359,0.733,0.9598333333333333,85.79157698412696,47.1,56.85,0,56,1707509812.2547538
3,8,5,56,72,638,641,0.669,0.684,0.983625,86.77520198412697,18.62,72.57,0,72,1707510058.9407885
5,5,4,72,53,122,129,0.405,0.706,0.981,87.75620198412696,143.99,53.67,0,64,1707510297.482241
1,5,7,53,21,265,329,0.498,0.729,0.9996,88.75580198412696,422.83,21.47,0,72,1707510551.9169276
6,5,9,21,71,283,297,0.313,0.854,0.9574888888888888,89.71329087301585,151.68,71.28,0,88,1707510740.4043207
4,6,7,71,56,309,312,0.478,0.728,0.9796666666666667,90.69295753968251,54.77,56.63,0,56,1707511018.8023913
1,9,5,56,48,806,835,0.9,0.593,1.0,91.69295753968251,25.17,48.09,0,48,1707511253.6575856
4,6,9,48,52,235,242,0.546,0.748,0.9741111111111111,92.66706865079362,115.8,52.13,0,56,1707511409.2790318
6,8,6,52,65,148,156,0.54,0.672,0.9675,93.63456865079363,22.31,65.4,0,64,1707511638.2802522
4,9,8,65,72,477,480,0.644,0.756,0.9660555555555556,94.60062420634918,19.47,72.81,0,72,1707511832.8611097
2,9,8,72,96,1319,1219,0.432,0.762,0.94325,95.54387420634919,21.45,96.4,0,96,1707512038.5667624
6,8,8,96,98,442,442,0.503,0.772,0.959375,96.50324920634918,41.82,98.03,0,96,1707512173.8590307
3,7,8,98,100,467,494,0.662,0.722,0.9848214285714286,0.0,144.46,100.13,0,120,1707512397.2691066
3,5,8,100,66,397,414,0.404,0.719,0.970675,0.970675,116.16,66.6,0,72,1707512664.9685338
2,9,9,66,89,889,923,0.852,0.734,0.9762222222222222,1.9468972222222223,56.88,89.87,0,88,1707513005.0204322
5,4,8,89,35,55,61,0.369,0.773,0.988875,2.935772222222222,255.87,35.67,0,72,1707513197.9932053
3,8,6,35,80,605,610,0.714,0.687,0.98925,3.925022222222222,20.81,80.0,0,80,1707513498.4334757
5,7,6,80,65,240,246,0.519,0.731,0.9741428571428572,4.89916507936508,38.89,65.0,0,64,1707513743.3397396
1,6,5,65,31,670,733,0.596,0.662,0.9993333333333333,5.898498412698413,256.99,31.27,0,64,1707513954.0754204
6,9,4,31,72,334,331,0.619,0.671,0.9687777777777777,6.867276190476191,22.88,72.2,0,72,1707514132.522013
4,5,6,72,50,99,107,0.47,0.705,0.994,7.8612761904761905,171.49,50.87,0,72,1707514320.324517
2,7,6,50,64,710,736,0.618,0.684,0.9882857142857143,8.849561904761904,127.56,64.0,0,72,1707514578.1457655
4,7,5,64,60,204,215,0.586,0.658,0.9837142857142858,9.83327619047619,160.66,60.2,0,80,1707514793.7607913
3,7,7,60,87,580,613,0.563,0.745,0.9804285714285714,10.813704761904761,94.91,87.4,0,88,1707515008.665308
4,6,8,87,56,288,298,0.454,0.736,0.9676666666666667,11.781371428571427,72.83,56.53,0,56,1707515282.9912164
2,8,8,56,57,577,610,0.764,0.729,0.986625,12.767996428571427,53.51,57.2,0,56,1707515517.924515
3,9,7,57,112,975,996,0.733,0.7,0.9814444444444445,13.749440873015871,48.43,112.53,0,112,1707515710.8481371
5,4,6,112,35,73,80,0.329,0.725,0.9822500000000001,14.731690873015872,337.33,35.73,0,96,1707515939.8133717
2,5,5,35,39,213,230,0.452,0.673,0.9904,15.72209087301587,327.44,39.53,0,104,1707516253.2141123
1,5,9,39,27,163,207,0.499,0.691,0.9765777777777778,16.69866865079365,510.58,27.67,0,112,1707516511.8456638
4,8,4,27,140,513,521,0.671,0.693,0.983875,17.68254365079365,85.51,140.4,0,144,1707516694.1587524
6,4,5,140,39,101,109,0.313,0.719,0.9782500000000001,18.66079365079365,279.2,39.6,0,88,1707516889.9068084
4,4,9,39,35,110,121,0.349,0.776,0.9734722222222222,19.634265873015874,225.01,35.6,0,64,1707517208.1524873
5,9,5,35,89,347,354,0.631,0.663,0.9701111111111111,20.604376984126986,24.47,89.22,0,88,1707517507.3475769
5,9,4,89,75,398,388,0.658,0.692,0.9731111111111111,21.5774880952381,17.66,75.31,0,72,1707517709.3920121
4,5,6,75,49,151,162,0.462,0.679,0.9924,22.5698880952381,183.27,49.27,0,72,1707517918.4590461
4,9,9,49,96,325,333,0.688,0.771,0.9621111111111111,23.53199920634921,18.69,96.27,0,96,1707518182.7036161
3,5,6,96,77,532,555,0.441,0.713,0.9882,24.520199206349208,124.34,77.68,0,88,1707518369.937737
6,9,7,77,97,404,405,0.72,0.733,0.98,25.50019920634921,21.05,97.8,0,96,1707518697.6026368
2,5,9,97,52,311,336,0.464,0.751,0.9762444444444445,26.47644365079365,229.02,52.6,0,96,1707518885.5632715
6,7,8,52,97,369,382,0.541,0.744,0.9702857142857143,27.446729365079367,68.25,97.13,0,96,1707519134.1422255
3,5,6,97,61,259,272,0.377,0.719,0.9754,28.422129365079368,177.46,61.07,0,88,1707519357.8776708
3,6,6,61,77,571,606,0.517,0.709,0.9861666666666666,29.408296031746033,166.89,77.8,0,104,1707519691.544467
5,4,9,77,50,146,160,0.316,0.846,0.973,30.381296031746032,439.31,50.1,1,168,1707519969.6318052
6,8,9,50,142,433,446,0.681,0.728,0.966013888888889,31.34730992063492,83.49,142.93,0,144,1707520318.528638
3,9,9,142,151,1101,1150,0.779,0.747,0.9695555555555555,32.31686547619048,76.96,151.6,0,152,1707520513.092249
5,5,9,151,65,145,159,0.436,0.79,0.9749777777777777,33.29184325396826,277.84,65.27,0,144,1707520745.9072843
2,5,5,65,39,280,300,0.494,0.656,0.9988,34.29064325396826,331.02,39.27,0,104,1707520994.326331
4,6,5,39,75,203,213,0.534,0.739,0.989,35.27964325396826,162.7,75.47,0,104,1707521246.8168633
1,8,5,75,42,1037,1120,0.791,0.622,0.998875,36.27851825396826,236.32,42.2,0,80,1707521475.7001812
1,4,8,42,20,227,283,0.391,0.619,0.975125,37.25364325396826,616.29,20.93,0,104,1707521633.4559977
5,9,9,20,99,401,407,0.651,0.777,0.9586666666666667,38.21230992063492,19.93,99.47,0,96,1707521836.5392413
5,9,9,99,97,529,506,0.228,0.824,0.9168888888888889,39.129198809523814,15.94,97.24,0,96,1707522028.674002
4,5,4,97,56,113,122,0.48,0.681,0.996,40.125198809523816,215.07,56.0,0,96,1707522178.373482
6,4,4,56,46,122,133,0.242,0.705,0.9605,41.08569880952382,266.89,46.87,0,96,1707522446.9397655
3,7,7,46,81,448,466,0.544,0.703,0.9777142857142858,42.063413095238104,62.56,81.0,0,80,1707522778.3137944
2,5,7,81,32,326,365,0.479,0.661,0.9902285714285715,43.05364166666668,308.24,32.53,0,80,1707523048.3049166
5,9,7,32,106,507,523,0.736,0.73,0.9817777777777777,44.03541944444446,22.43,106.0,0,104,1707523323.6091442
1,5,5,106,23,124,140,0.5,0.668,1.0,45.03541944444446,656.53,23.47,0,120,1707523513.3198705
6,7,7,23,130,308,321,0.541,0.72,0.9772857142857143,46.01270515873017,122.47,130.93,0,144,1707523716.26988
1,5,6,130,29,327,414,0.496,0.566,0.9935333333333334,47.0062384920635,631.73,29.87,0,152,1707523939.9702055
1,7,9,29,44,891,1003,0.681,0.678,0.9726190476190476,47.97885753968255,452.73,44.87,0,160,1707524118.2849672
1,7,4,44,37,348,424,0.685,0.591,0.9978571428571429,48.97671468253969,348.1,37.4,0,104,1707524276.0635653
5,4,4,37,36,36,40,0.27,0.686,0.9675,49.944214682539695,280.89,36.6,0,80,1707524434.0315304
1,7,9,36,49,934,1106,0.684,0.629,0.9676031746031746,50.91181785714287,284.65,49.47,0,112,1707524732.4098804
1,4,6,49,17,125,157,0.4,0.58,0.9966666666666667,51.90848452380954,693.83,17.67,0,96,1707524890.1659846
1,7,8,17,41,853,929,0.68,0.638,0.9768928571428571,52.8853773809524,289.49,41.13,0,96,1707525082.7497392
3,6,9,41,90,742,757,0.54,0.737,0.9718888888888889,53.85726626984129,105.46,90.6,0,96,1707525240.5094666
4,6,7,90,80,222,226,0.511,0.673,0.9813095238095239,54.83857579365081,140.2,80.93,0,96,1707525539.721477
4,8,5,80,81,399,406,0.674,0.683,0.9842500000000001,55.822825793650814,32.28,81.27,0,80,1707525768.5114815
1,6,5,81,38,705,776,0.585,0.662,0.9975,56.82032579365082,236.72,38.2,0,72,1707525972.3984098
1,5,9,38,26,491,613,0.495,0.686,0.9752222222222222,57.79554801587304,500.75,26.27,0,104,1707526140.4390142
1,4,6,26,19,144,165,0.384,0.693,0.996,58.79154801587304,672.66,19.87,0,104,1707526318.6952128
5,5,9,19,65,291,302,0.352,0.809,0.9602888888888889,59.75183690476193,199.38,65.93,0,104,1707526521.5403497
3,9,7,65,104,881,871,0.659,0.715,0.9732222222222222,60.72505912698415,27.86,104.96,0,104,1707526797.058017
6,5,5,104,61,96,102,0.336,0.68,0.9672000000000001,61.69225912698415,192.21,61.8,0,96,1707527033.6913311
3,6,9,61,79,486,498,0.553,0.746,0.9750555555555556,62.667314682539704,78.72,79.93,0,80,1707527307.9112062
2,6,9,79,72,963,902,0.309,0.816,0.9421666666666667,63.60948134920637,20.12,72.83,0,72,1707527602.4929624
1,8,5,72,24,414,477,0.78,0.629,0.9975,64.60698134920636,24.69,24.07,0,24,1707527752.1753483
1,5,8,24,12,119,148,0.488,0.693,0.984225,65.59120634920636,240.19,12.4,0,24,1707527899.6863816
1,7,8,12,30,651,690,0.683,0.706,0.9858214285714286,66.57702777777779,131.21,30.0,0,32,1707528077.8384464
6,8,7,30,30,147,149,0.542,0.656,0.9614642857142858,67.53849206349207,34.39,30.47,0,32,1707528229.4586992
6,8,8,30,40,119,124,0.446,0.673,0.939875,68.47836706349207,24.64,40.4,0,40,1707528432.233566
5,6,7,40,32,88,94,0.513,0.732,0.9855,69.46386706349207,34.46,32.07,0,32,1707528634.85909
1,7,5,32,31,600,688,0.696,0.678,0.9994285714285714,70.46329563492064,102.85,31.6,0,32,1707528864.3706703
1,6,7,31,22,349,426,0.592,0.662,0.9932380952380953,71.45653373015874,100.17,22.63,0,24,1707529026.189634
5,9,4,22,40,220,221,0.614,0.656,0.9682222222222222,72.42475595238096,21.4,40.07,0,40,1707529194.1418421
3,6,7,40,40,348,357,0.435,0.695,0.9717857142857143,73.39654166666668,76.43,40.6,0,40,1707529386.048771
1,5,7,40,15,293,365,0.5,0.624,0.9891428571428571,74.38568452380953,323.74,15.33,0,40,1707529680.6441422
3,9,7,15,40,368,375,0.624,0.743,0.9693333333333334,75.35501785714287,17.73,40.6,0,40,1707529858.823261
5,5,8,40,45,147,158,0.376,0.735,0.967075,76.32209285714286,119.22,45.13,0,48,1707530097.7474267
6,9,4,45,40,181,181,0.603,0.629,0.967,77.28909285714286,20.43,40.67,0,40,1707530341.6140435
1,7,4,40,27,141,171,0.681,0.595,0.9972857142857143,78.28637857142857,145.53,27.07,0,32,1707530529.5326555
5,5,8,27,24,108,116,0.325,0.734,0.95675,79.24312857142857,51.97,24.18,0,24,1707530687.4706607
1,7,4,24,41,404,475,0.691,0.646,0.9987142857142857,80.24184285714286,172.32,41.6,0,56,1707530933.348112
5,7,6,41,48,253,256,0.478,0.688,0.9682857142857143,81.21012857142857,29.72,48.4,0,48,1707531093.315326
1,4,4,48,11,130,166,0.394,0.643,0.9984999999999999,82.20862857142856,452.03,11.0,0,40,1707531299.5529697
5,9,4,11,41,228,222,0.497,0.694,0.9552222222222222,83.16385079365078,21.32,41.41,0,40,1707531498.1743016
3,6,6,41,41,219,225,0.418,0.682,0.9696666666666667,84.13351746031745,37.88,41.2,0,40,1707531718.708465
2,8,6,41,32,296,308,0.718,0.657,0.98975,85.12326746031745,21.17,32.8,0,32,1707531992.5610197
5,7,9,32,32,162,165,0.514,0.723,0.9537619047619048,86.07702936507935,32.86,32.33,0,32,1707532181.5185375
6,8,6,32,40,154,158,0.421,0.662,0.952625,87.02965436507935,20.73,40.37,0,40,1707532389.868904
3,7,6,40,40,280,288,0.496,0.641,0.9708571428571429,88.0005115079365,25.52,40.0,0,40,1707532588.2181597
4,8,4,40,40,277,284,0.609,0.675,0.976125,88.97663650793649,23.7,40.47,0,40,1707532847.4408097
5,4,7,40,31,113,122,0.258,0.796,0.9645,89.94113650793649,158.07,31.12,0,40,1707533038.7032945
5,4,4,31,31,100,108,0.269,0.711,0.9672499999999999,90.90838650793648,156.23,31.06,0,40,1707533338.8112795
3,7,7,31,32,266,270,0.52,0.674,0.9705714285714286,91.87895793650792,19.72,32.27,0,32,1707533638.7243435
3,4,9,32,27,199,216,0.284,0.795,0.9593333333333334,92.83829126984125,141.38,27.28,0,32,1707533897.9455945
2,8,8,27,64,789,837,0.722,0.715,0.979625,93.81791626984125,35.08,64.47,0,64,1707534297.1359794
1,9,8,64,47,479,514,0.88,0.633,0.9769027777777778,94.79481904761903,76.69,47.87,0,48,1707534485.8093038
2,6,9,47,36,302,325,0.559,0.723,0.9735,95.76831904761903,114.85,36.4,0,40,1707534633.277573
2,5,8,36,28,154,162,0.441,0.727,0.979075,96.74739404761903,215.11,28.2,0,48,1707534861.0241313
6,9,9,28,48,225,219,0.532,0.717,0.9387777777777778,0.0,19.55,48.61,0,48,1707535109.32177
4,4,4,48,34,129,141,0.337,0.696,0.9842500000000001,0.9842500000000001,204.72,34.2,0,56,1707535317.7899702
5,9,4,34,72,342,346,0.704,0.7,0.9782222222222222,1.9624722222222224,20.95,72.73,0,72,1707535621.0280602
1,5,9,72,20,287,358,0.487,0.707,0.9759555555555556,2.938427777777778,396.91,20.13,0,64,1707535814.7611868
5,7,8,20,73,380,382,0.483,0.769,0.965125,3.903552777777778,56.87,73.23,0,72,1707535992.9021149
5,8,9,73,88,436,442,0.65,0.786,0.9685833333333334,4.872136111111112,22.82,88.93,0,88,1707536217.8559785
1,6,4,88,28,582,644,0.575,0.625,0.9958333333333333,5.867969444444445,245.19,28.8,0,56,1707536405.4297364
3,7,8,28,49,341,349,0.641,0.756,0.9860714285714286,6.854040873015874,40.58,49.2,0,48,1707536577.465197
5,7,9,49,56,291,296,0.497,0.74,0.9532222222222222,7.807263095238096,47.16,56.33,0,56,1707536847.5694492
6,7,7,56,65,143,151,0.486,0.691,0.9681428571428572,8.775405952380954,40.37,65.13,0,64,1707537060.3303926
1,7,4,65,39,748,814,0.642,0.644,0.9917142857142858,9.76712023809524,230.09,39.07,0,72,1707537269.7116857
1,5,6,39,27,449,562,0.496,0.636,0.9992,10.76632023809524,435.93,27.47,0,96,1707537427.4636366
4,7,7,27,97,445,453,0.573,0.756,0.9818571428571429,11.748177380952383,50.9,97.7,0,96,1707537609.7922156
6,9,9,97,120,515,512,0.691,0.751,0.9602222222222222,12.708399603174605,28.52,120.67,0,120,1707537832.2788382
1,9,7,120,74,595,715,0.865,0.652,0.9892539682539683,13.697653571428575,30.37,74.2,0,72,1707538026.6222408
1,4,7,74,19,248,293,0.392,0.712,0.998,14.695653571428574,563.32,19.4,0,88,1707538174.148487
5,7,8,19,73,185,188,0.606,0.688,0.9725714285714285,15.668225000000003,44.66,73.06,0,72,1707538381.0670123
5,8,8,73,80,451,447,0.563,0.756,0.9648749999999999,16.633100000000002,34.82,80.44,0,80,1707538587.6485944
3,5,9,80,62,312,333,0.442,0.754,0.9721777777777778,17.60527777777778,95.78,62.07,0,64,1707538797.9574149
4,4,7,62,36,79,87,0.394,0.758,0.9984999999999999,18.60377777777778,222.17,36.47,0,64,1707539117.2085028
6,7,6,36,72,317,320,0.473,0.709,0.9675714285714285,19.571349206349208,40.82,72.63,0,72,1707539424.6799757
6,7,5,72,72,195,201,0.489,0.646,0.9698571428571429,20.54120634920635,39.15,72.94,0,72,1707539637.9209518
4,9,8,72,72,478,468,0.714,0.735,0.9712083333333333,21.512414682539685,17.18,72.97,0,72,1707539849.2016022
4,6,7,72,75,409,424,0.477,0.775,0.9795,22.491914682539687,102.82,75.39,0,80,1707540052.7118435
2,9,7,75,89,983,1010,0.811,0.655,0.9836825396825397,23.475597222222227,82.64,89.2,0,88,1707540298.0552747
5,9,5,89,57,276,275,0.717,0.666,0.9796666666666667,24.455263888888894,20.4,57.87,0,56,1707540488.8606024
4,9,5,57,56,375,372,0.19,0.698,0.9211111111111111,25.376375000000003,14.95,56.47,0,56,1707540677.0288045
3,5,5,56,76,383,407,0.447,0.72,0.9894000000000001,26.365775000000003,178.88,76.6,0,112,1707540812.3530042
5,9,4,76,97,425,434,0.717,0.694,0.9796666666666667,27.34544166666667,20.68,97.27,0,96,1707541148.055456
2,9,5,97,105,833,874,0.789,0.647,0.9876666666666667,28.333108333333335,33.18,105.83,0,104,1707541335.5867476
5,9,7,105,113,612,598,0.764,0.76,0.9848888888888889,29.317997222222225,18.34,113.49,0,112,1707541528.4800637
3,8,8,113,152,1178,1172,0.703,0.719,0.97775,30.295747222222225,78.88,152.06,0,144,1707541738.6771014
4,4,4,152,38,140,151,0.321,0.722,0.9802500000000001,31.275997222222227,283.6,38.67,0,88,1707541978.3629327
2,7,9,38,58,389,409,0.659,0.754,0.977920634920635,32.25391785714286,121.89,58.87,0,64,1707542277.7713292
6,9,6,58,89,243,250,0.604,0.656,0.9671111111111111,33.22102896825397,18.75,89.33,0,88,1707542480.9123764
2,9,4,89,73,594,627,0.786,0.624,0.9873333333333334,34.2083623015873,24.46,73.13,0,72,1707542670.9363787
4,5,5,73,49,250,263,0.384,0.712,0.9768,35.1851623015873,183.88,49.04,0,72,1707542857.62889
3,5,5,49,80,584,602,0.402,0.781,0.9804,36.1655623015873,139.33,80.13,0,96,1707543117.4780946
6,9,5,80,89,292,297,0.673,0.676,0.9747777777777777,37.140340079365075,21.24,89.87,0,88,1707543252.7760406
2,5,5,89,48,455,482,0.468,0.726,0.9936,38.133940079365075,247.42,48.87,0,96,1707543449.5217078
4,6,7,48,58,298,316,0.454,0.76,0.9756666666666667,39.109606746031744,212.3,58.59,0,96,1707543716.956795
5,9,9,58,97,489,494,0.743,0.772,0.9683333333333333,40.07794007936508,31.62,97.07,0,96,1707543959.3651447
5,8,5,97,89,376,379,0.632,0.698,0.979,41.05694007936508,25.18,89.55,0,88,1707544143.3218708
2,9,5,89,101,656,694,0.826,0.624,0.9917777777777778,42.048717857142854,100.77,101.8,0,104,1707544349.166455
6,9,7,101,171,627,641,0.623,0.756,0.9692222222222222,43.017940079365076,41.11,171.82,0,168,1707544538.0894082
4,6,6,171,94,401,422,0.487,0.748,0.9811666666666666,43.99910674603174,191.97,94.19,0,144,1707544739.0250177
3,9,6,94,154,1324,1323,0.815,0.721,0.9905555555555555,44.989662301587295,57.57,154.48,0,152,1707544978.2132244
2,4,9,154,37,357,407,0.364,0.766,0.9761111111111112,45.965773412698404,479.41,37.82,0,144,1707545217.0758176
5,8,8,37,105,398,400,0.647,0.737,0.973,46.9387734126984,39.02,105.93,0,104,1707545518.7935278
3,9,6,105,104,940,932,0.764,0.727,0.9848888888888889,47.92366230158729,17.71,104.8,0,104,1707545710.6790886
1,4,6,104,18,148,172,0.392,0.592,0.9966666666666667,48.92032896825396,555.88,18.53,0,80,1707545939.265765
6,5,8,18,62,227,243,0.304,0.768,0.9568,49.87712896825396,210.5,62.23,0,104,1707546131.8313
6,9,4,62,98,431,429,0.703,0.675,0.9781111111111112,50.855240079365075,22.2,98.27,0,96,1707546418.1239927
5,6,8,98,84,343,350,0.439,0.759,0.9680416666666667,51.82328174603174,126.65,84.38,0,96,1707546606.1408362
3,4,6,84,44,358,380,0.287,0.727,0.97175,52.79503174603174,275.86,44.52,0,96,1707546837.5891275
3,6,8,44,90,710,737,0.461,0.731,0.9682083333333333,53.763240079365076,110.25,90.19,0,96,1707547258.0506837
4,6,6,90,60,235,245,0.48,0.726,0.98,54.74324007936507,165.79,60.07,0,80,1707547558.5125282
2,6,4,60,60,475,479,0.553,0.704,0.9921666666666666,55.73540674603174,161.02,60.16,0,80,1707547795.6965783
6,8,9,60,106,357,366,0.586,0.756,0.9572499999999999,56.692656746031744,62.49,106.0,0,104,1707548027.6455843
4,4,4,106,41,115,124,0.384,0.692,0.996,57.68865674603175,369.32,41.07,0,120,1707548232.433051
5,7,4,41,142,608,630,0.545,0.749,0.9778571428571429,58.666513888888886,85.6,142.86,0,144,1707548531.539334
6,4,8,142,59,140,151,0.334,0.781,0.981125,59.647638888888885,322.4,59.6,0,152,1707548758.8398576
3,9,8,59,160,1189,1247,0.738,0.708,0.9705,60.618138888888886,79.05,160.73,0,160,1707549070.9670653
4,5,5,160,47,163,172,0.44,0.743,0.988,61.606138888888886,278.54,47.27,0,104,1707549299.4857726
5,6,9,47,67,316,332,0.448,0.794,0.9628888888888889,62.56902777777778,139.76,67.4,0,80,1707549548.8947043
6,4,7,67,44,91,98,0.324,0.748,0.981,63.55002777777778,322.17,44.4,0,112,1707549778.0993116
4,7,9,44,96,571,567,0.561,0.811,0.9702539682539683,64.52028174603174,68.38,96.91,0,96,1707550085.435747
4,9,6,96,96,542,549,0.726,0.731,0.9806666666666667,65.5009484126984,19.63,96.53,0,96,1707550318.0165167
2,5,6,96,37,230,245,0.494,0.676,0.9988,66.49974841269841,318.94,37.47,0,96,1707550507.321822
2,4,9,37,27,131,150,0.371,0.764,0.977638888888889,67.4773873015873,432.28,27.53,0,96,1707550766.1262405
2,7,4,27,70,570,606,0.655,0.649,0.9935714285714285,68.47095873015873,135.02,70.0,0,80,1707551080.7285795
6,5,6,70,52,82,90,0.339,0.683,0.9678,69.43875873015872,165.51,52.27,0,72,1707551288.1043475
1,4,5,52,17,298,379,0.396,0.644,0.999,70.43775873015872,747.42,17.33,0,104,1707551555.949507
2,4,4,17,29,271,312,0.373,0.655,0.99325,71.43100873015872,441.91,29.53,0,104,1707551758.9522264
6,6,5,29,93,331,348,0.433,0.706,0.9721666666666666,72.40317539682539,129.44,93.6,0,104,1707552063.0840385
1,4,4,93,20,206,256,0.392,0.644,0.998,73.4011753968254,634.18,20.6,0,104,1707552297.5838578
3,5,6,20,72,528,562,0.394,0.782,0.9788,74.3799753968254,160.73,72.74,0,96,1707552496.2954836
6,9,4,72,80,313,321,0.715,0.692,0.9794444444444445,75.35941984126984,23.03,80.47,0,80,1707552838.242232
1,8,7,80,53,369,453,0.789,0.591,0.9830535714285714,76.34247341269841,162.68,53.53,0,72,1707553026.7967117
3,5,5,53,24,201,211,0.353,0.695,0.9706,77.31307341269842,47.94,24.21,0,24,1707553174.3598542
5,4,5,24,24,97,105,0.229,0.699,0.95725,78.27032341269842,82.67,24.14,0,24,1707553497.9123807
5,9,7,24,32,177,178,0.636,0.675,0.9670952380952381,79.23741865079366,24.72,32.0,0,32,1707553798.4313512
3,4,8,32,20,68,77,0.356,0.73,0.98025,80.21766865079366,193.11,20.8,0,32,1707553986.1768632
3,9,8,20,41,375,375,0.677,0.719,0.9650972222222223,81.18276587301588,16.35,41.6,0,40,1707554367.05076
3,6,9,41,31,298,301,0.446,0.767,0.9595555555555556,82.14232142857144,24.54,31.93,0,32,1707554595.824074
4,6,9,31,31,198,204,0.249,0.735,0.9231666666666667,83.0654880952381,31.57,31.45,0,32,1707554879.718039
2,8,7,31,24,314,317,0.576,0.713,0.972,84.03748809523809,18.28,24.52,0,24,1707555029.1900203
3,5,8,24,39,163,174,0.31,0.756,0.9565,84.9939880952381,85.14,39.47,0,40,1707555234.15167
6,6,6,39,40,87,95,0.456,0.681,0.976,85.9699880952381,38.53,40.6,0,40,1707555567.6459012
4,8,9,40,40,167,174,0.537,0.7,0.9449027777777778,86.91489087301588,21.82,40.73,0,40,1707555800.1813807
3,6,6,40,40,319,326,0.517,0.702,0.9861666666666666,87.90105753968254,41.15,40.6,0,40,1707555989.6180794
6,6,4,40,48,153,160,0.456,0.665,0.976,88.87705753968254,48.75,48.6,0,48,1707556279.873065
6,9,9,48,40,140,144,0.408,0.688,0.9217777777777778,89.79883531746032,20.47,40.29,0,40,1707556518.127307
6,9,5,40,32,116,121,0.46,0.623,0.9511111111111111,90.74994642857143,20.43,32.0,0,32,1707556708.1878712
5,7,7,32,24,135,136,0.471,0.689,0.9657142857142857,91.71566071428572,28.43,24.47,0,24,1707556895.9930775
5,4,8,24,35,117,126,0.276,0.732,0.9605,92.67616071428571,196.34,35.65,0,56,1707557100.2409556
5,6,7,35,48,265,270,0.395,0.761,0.9658333333333333,93.64199404761905,44.9,48.77,0,48,1707557398.0085921
2,4,8,48,24,167,184,0.398,0.76,0.9944999999999999,94.63649404761905,205.27,24.33,0,40,1707557637.430774
2,9,5,24,41,336,350,0.632,0.628,0.9702222222222222,95.60671626984127,20.77,41.47,0,40,1707557955.905874
1,8,8,41,40,819,939,0.748,0.663,0.976375,96.58309126984128,54.65,40.8,0,40,1707558149.0452204
5,7,9,40,32,123,125,0.36,0.758,0.9356507936507936,0.0,23.2,32.47,0,32,1707558302.726095
1,4,6,32,12,31,39,0.4,0.603,1.0,1.0,326.76,12.13,0,32,1707558508.9829814
2,6,7,12,39,428,453,0.507,0.773,0.9845,1.9845000000000002,78.71,39.88,0,40,1707558707.6475532
4,4,9,39,25,122,131,0.295,0.793,0.9618611111111111,2.946361111111111,191.51,25.95,0,40,1707558953.7911842
4,5,4,25,39,172,179,0.411,0.669,0.9822,3.9285611111111107,85.8,39.53,0,40,1707559257.3754215
6,7,4,39,41,190,192,0.409,0.664,0.9584285714285714,4.886989682539682,23.22,41.08,0,40,1707559506.8906024
5,9,6,41,40,229,227,0.604,0.667,0.9671111111111111,5.854100793650794,20.92,40.07,0,40,1707559738.5513105
2,8,8,40,32,389,418,0.72,0.742,0.98275,6.836850793650794,16.73,32.13,0,32,1707559921.8132424
5,8,9,32,32,149,154,0.448,0.717,0.9356666666666666,7.772517460317461,23.71,32.27,0,32,1707560110.4916368
6,6,7,32,64,292,293,0.443,0.72,0.9738333333333333,8.746350793650794,44.8,64.68,0,64,1707560299.9810176
1,8,5,64,49,449,538,0.8,0.617,1.0,9.746350793650794,47.92,49.05,0,48,1707560517.1329265
6,9,6,49,41,189,192,0.479,0.672,0.9532222222222222,10.699573015873018,20.05,41.2,0,40,1707560668.7101014
5,7,6,41,48,196,203,0.557,0.699,0.9795714285714285,11.679144444444447,31.39,48.33,0,48,1707560877.5300498
5,6,4,48,47,216,220,0.455,0.712,0.9758333333333333,12.65497777777778,57.0,47.73,0,48,1707561079.8196716
3,8,6,47,56,513,516,0.636,0.698,0.9795,13.63447777777778,17.8,56.2,0,56,1707561302.9608157
1,7,6,56,41,271,339,0.7,0.603,1.0,14.63447777777778,217.79,41.67,0,72,1707561537.6816182
6,7,6,41,65,212,219,0.58,0.675,0.9828571428571429,15.617334920634923,53.54,65.09,0,64,1707561695.445958
2,4,5,65,32,321,362,0.343,0.689,0.98575,16.603084920634924,279.32,32.26,0,72,1707561839.0449932
1,9,6,32,56,759,812,0.899,0.588,0.9978888888888888,17.60097380952381,192.99,56.82,0,88,1707562138.8137221
